abh_number,plant_species,hostplant_category
70.131, Common Nettle Urtica dioica,1
70.131,docks Rumex spp.,1
70.131,Bilberry Vaccinium myrtillus,1
70.131,Heather Calluna vulgaris,1
70.131,willows Salix spp.,1
70.131, Wood Anenome Anemone nemorosa,1
70.131, Lesser Celandine Ficaria verna,1
70.131, Alpine Saxifrage Micranthes nivalis,1
70.131,Wood-sorrel Oxalis acetosella,1
70.132, White Campion Silene latifolia,2
70.132,Ragged-Robin Silene flos-cuculi,2
70.132, Red Campion Silene dioica,1
70.133, Common Hemp-nettle Galeopsis tetrahit,1
70.133, Field Woundwort Stachys arvensis,2
70.134,eyebrights Euphrasia spp.,1
70.134, Red Bartsia Odontites vernus,1
70.135,eyebrights Euphrasia spp.,1
70.136,eyebrights Euphrasia spp.,1
70.137,Yellow-rattle Rhinanthus minor,1
70.138, Bladder Campion Silene vulgaris,1
70.138, White Campion Silene latifolia,1
70.138, Red Campion Silene dioica,1
70.139,mosses,1
70.14, Common Meadow-rue Thalictrum flavum,1
70.14, Lesser Meadow-rue Thalictrum minus,1
70.141, Sea Aster Tripolium pannonicum,1
70.141,ragworts,1
70.141,Butterfly-bush Buddleja davidii,1
70.141,oraches Atriplex spp.,1
70.141,Tansy Tanacetum vulgare,1
70.141, Field Bindweed Convolvulus arvensis,1
70.141,Holly Ilex aquifolium,1
70.141, Sitka Spruce Picea sitchensis,1
70.141, Wild Marjoram Origanum vulgare,1
70.141,Traveller’s-joy Clematis vitalba,1
70.141, Lodgepole Pine Pinus contorta,1
70.141, Common Ivy Hedera helix,1
70.141,Gorse Ulex europaeus,1
70.141,roses Rosa spp.,1
70.141,Ash Fraxinus excelsior,1
70.141,Broom Cytisus scoparius,1
70.141,Rowan Sorbus aucuparia,1
70.141,Hawthorn Crataegus monogyna,1
70.141,Heather Calluna vulgaris,1
70.141,Maize Zea mays,1
70.142,Elder Sambucus nigra,1
70.142,Goldenrod Solidago virgaurea,1
70.142, Wild Angelica Angelica sylvestris,1
70.142,Hemp-agrimony Eupatorium cannabinum,1
70.142, Yellow Loosestrife Lysimachia vulgaris,1
70.142, Common Valerian Valeriana officinalis,1
70.142,Mugwort Artemisia vulgaris,1
70.142,Purple-loosestrife Lythrum salicaria,1
70.142, Wild Thyme Thymus drucei,1
70.142,Traveller’s-joy Clematis vitalba,1
70.142, Sweet Chestnut Castanea sativa,1
70.142,Dog-rose Rosa canina,1
70.142,Bramble Rubus fruticosus,1
70.142,Hawthorn Crataegus monogyna,1
70.142, Perforate St John's-wort Hypericum perforatum,1
70.143,Blackthorn Prunus spinosa,1
70.144, Crab Apple Malus sylvestris,1
70.144,Pear Pyrus communis,1
70.144,Apple Malus domestica,1
70.144,cherries Prunus spp.,1
70.144,Hawthorn Crataegus monogyna,1
70.144,Blackthorn Prunus spinosa,1
70.145,Bilberry Vaccinium myrtillus,1
70.146,Traveller’s-joy Clematis vitalba,1
70.147,Osier Salix viminalis,1
70.147, Eared Willow Salix aurita,1
70.147, Goat Willow Salix caprea,1
70.147, Grey Willow Salix cinerea,1
70.148, Field Maple Acer campestre,1
70.149, European Silver-fir Abies alba,1
70.149,larches Larix spp.,1
70.149, Norway Spruce Picea abies,1
70.149, Sitka Spruce Picea sitchensis,1
70.149, Noble Fir Abies procera,1
70.15, Pale Toadflax Linaria repens,2
70.15,Snapdragon Antirrhinum majus,2
70.15, Common Toadflax Linaria vulgaris,1
70.151,Foxglove Digitalis purpurea,1
70.152,Tamarisk Tamarix gallica,1
70.153,Yellow-rattle Rhinanthus minor,2
70.153, Common Cow-wheat Melampyrum pratense,1
70.153, Field Cow-wheat Melampyrum arvense,2
70.154, Field Mouse-ear Cerastium arvense,1
70.154, Greater Stitchwort Stellaria holostea,2
70.155, Moss Campion Silene acaulis,1
70.155, Nottingham Catchfly silene nutans,1
70.155, Bladder Campion Silene vulgaris,1
70.155, Sea Campion Silene uniflora,1
70.155, White Campion Silene latifolia,1
70.155, Red Campion Silene dioica,1
70.155, Small-flowered Catchfly Silene gallica,1
70.156,hawthorns Crataegus spp.,1
70.156, Holm Oak Quercus ilex,1
70.156, Sessile Oak Quercus petraea,1
70.156, Pedunculate Oak Quercus robur,1
70.156,Hazel Corylus avellana,1
70.157, Pedunculate Oak Quercus robur,1
70.157,Hawthorn Crataegus monogyna,1
70.158,cypresses Cupressus spp.,1
70.158, Common Juniper Juniperus communis,1
70.158,junipers Juniperus spp.,1
70.158,red-cedars Thuja spp.,1
70.159, Monterey Cypress Cupressus macrocarpa,1
70.16,Hogweed Heracleum sphondylium,1
70.16, Wild Parsnip Pastinaca sativa,1
70.16, Common Ragwort Jacobaea vulgaris,1
70.16,Elder Sambucus nigra,1
70.16,Goldenrod Solidago virgaurea,1
70.16, Wild Angelica Angelica sylvestris,1
70.16, Wild Carrot Daucus carota,1
70.161,Dahlia Dahlia x hortensis,1
70.161,toadflaxes Linaria spp.,1
70.161,Pignut Conopodium majus,1
70.161, Common Ragwort Jacobaea vulgaris,1
70.161,Goldenrod Solidago virgaurea,1
70.161, Yellow Loosestrife Lysimachia vulgaris,1
70.161, Common Ragwort Jacobaea vulgaris,1
70.161, Wild Angelica Angelica sylvestris,1
70.161,Goldenrod Solidago virgaurea,1
70.161, Cow Parsley Anthriscus sylvestris,1
70.161, Cow Parsley Anthriscus sylvestris,1
70.161,Yarrow Achillea millefolium,1
70.161, Red Campion Silene dioica,1
70.161, Grey Willow Salix cinerea,1
70.161,oaks Quercus spp.,1
70.161, Grey Willow Salix cinerea,1
70.161,Heather Calluna vulgaris,1
70.161,Hawthorn Crataegus monogyna,1
70.161,Hawthorn Crataegus monogyna,1
70.161,Pignut Conopodium majus,1
70.162, Giant Fir Abies grandis,2
70.162, Western Red-cedar Thuja plicata,2
70.162, Lawson's Cypress Cupressus lawsoniana,2
70.162, Douglas Fir Pseudotsuga menziesii,1
70.162, Western Hemlock-spruce Tsuga heterophylla,2
70.162, Common Juniper Juniperus communis,2
70.162,larches Larix spp.,2
70.162, Norway Spruce Picea abies,1
70.162, Sitka Spruce Picea sitchensis,1
70.162, Scots Pine Pinus sylvestris,2
70.163, European Larch Larix decidua,1
70.163, Norway Spruce Picea abies,2
70.164,Lime Tilia x  europaea,1
70.164, Small-leaved Lime Tilia cordata,1
70.164, Large-leaved Lime Tilia platyphyllos,1
70.165,Burnet-saxifrage Pimpinella saxifraga,1
70.165, Greater Burnet-saxifrage Pimpinella major,2
70.166,goosefoots,1
70.166,oraches Atriplex spp.,1
70.166,glassworts Salicornia spp.,1
70.168, Lodgepole Pine Pinus contorta,1
70.168,Heather Calluna vulgaris,1
70.169,Sea-buckthorn Hippophae rhamnoides,1
70.169,Tamarisk Tamarix gallica,1
70.169,Elder Sambucus nigra,1
70.169,hawthorns Crataegus spp.,1
70.169,Ash Fraxinus excelsior,1
70.169,Blackthorn Prunus spinosa,1
70.17, Sessile Oak Quercus petraea,1
70.17,Beech Fagus sylvatica,2
70.17, Pedunculate Oak Quercus robur,1
70.171,spruces Picea spp.,2
70.171,pines Pinus spp.,1
70.171, European Larch Larix decidua,2
70.171, Common Juniper Juniperus communis,2
70.171, Scots Pine Pinus sylvestris,1
70.172, Wild Thyme Thymus drucei,1
70.173, Common Fleabane Pulicaria dysenterica,1
70.173, Canadian Goldenrod Solidago canadensis,1
70.173,hawkbits,1
70.173,knapweeds Centaurea spp.,1
70.173, Greater Plantain Plantago major,1
70.173,hawkweeds Hieracium spp.,1
70.173,Groundsel Senecio vulgaris,1
70.173, Sea Wormwood Artemisia maritima,1
70.173,Hemp-agrimony Eupatorium cannabinum,1
70.173, Common Ragwort Jacobaea vulgaris,1
70.173, Field Scabious Knautia arvensis,1
70.173,Mugwort Artemisia vulgaris,1
70.173, Wild Angelica Angelica sylvestris,1
70.173, Wild Carrot Daucus carota,1
70.173,Goldenrod Solidago virgaurea,1
70.173,Traveller’s-joy Clematis vitalba,1
70.173, Clustered Bellflower Campanula glomerata,1
70.173,burnet-saxifrages Pimpinella spp.,1
70.173, Rock Sea-lavender Limonium binervosum,1
70.174, Crab Apple Malus sylvestris,1
70.174,Apple Malus domestica,1
70.174,Hawthorn Crataegus monogyna,1
70.174,pears Pyrus spp.,1
70.175,Hogweed Heracleum sphondylium,1
70.175, Wild Parsnip Pastinaca sativa,2
70.175,Burnet-saxifrage Pimpinella saxifraga,2
70.175, Wild Angelica Angelica sylvestris,1
70.176,cypresses Cupressus spp.,1
70.176, Western Red-cedar Thuja plicata,1
70.176, Douglas Fir Pseudotsuga menziesii,1
70.176, Common Juniper Juniperus communis,1
70.176,junipers Juniperus spp.,1
70.176, Chinese Thuja Platycladus orientalis,1
70.177,Bearberry Arctostaphylos uva-ursi,1
70.177,bedstraws Galium spp.,1
70.177,gentians Gentiana spp,1
70.177,hawkweeds Hieracium spp.,1
70.177, Cross-leaved Heath Erica tetralix,1
70.177,Heather Calluna vulgaris,1
70.177,hemp-nettles,1
70.177,knapweeds Centaurea spp.,1
70.177,Meadowsweet Filipendula ulmaria,1
70.177,mulleins Verbascum spp.,1
70.177, Common Ragwort Jacobaea vulgaris,1
70.177, Common Rock-rose Helianthemum nummularium,1
70.177,scabiouses,1
70.177,St John’s-worts Hypericum spp.,1
70.177, Wild Thyme Thymus drucei,1
70.177,Yellow-rattle Rhinanthus minor,1
70.177, Lodgepole Pine Pinus contorta,1
70.177, Sitka Spruce Picea sitchensis,1
70.177,Bog-myrtle Myrica gale,1
70.177,willows Salix spp.,1
70.178, Sea Wormwood Artemisia maritima,1
70.179,mayweeds Tripleurospermum spp.,1
70.179, Common Fleabane Pulicaria dysenterica,1
70.179,wormwoods Artemisia spp.,1
70.179,goosefoots,1
70.179, Black Horehound Ballota nigra,1
70.179,Tansy Tanacetum vulgare,1
70.179,Hemp-agrimony Eupatorium cannabinum,1
70.179, Devil's-bit Scabious Succisa pratensis,1
70.179, Common Ragwort Jacobaea vulgaris,1
70.179,Mugwort Artemisia vulgaris,1
70.179, Wild Marjoram Origanum vulgare,1
70.179,Yarrow Achillea millefolium,1
70.179,Bilberry Vaccinium myrtillus,1
70.179,Heather Calluna vulgaris,1
70.179,goldenrods Solidago spp.,1
70.179,Gypsywort Lycopus europaeus,1
70.18,Goldenrod Solidago virgaurea,1
70.181, Marsh Valerian Valeriana dioica,1
70.181, Common Valerian Valeriana officinalis,1
70.182, Red Currant Ribes rubrum,1
70.182,Gooseberry Ribes uva-crispa,1
70.182,Hop Humulus lupulus,1
70.182, Black Currant Ribes nigrum,1
70.183,Orpine Hylotelephium telephium,1
70.183,ragworts,1
70.183, Bladder Campion Silene vulgaris,1
70.183,Hogweed Heracleum sphondylium,1
70.183,Goldenrod Solidago virgaurea,1
70.183,Yarrow Achillea millefolium,1
70.183,Raspberry Rubus idaeus,1
70.183,Bramble Rubus fruticosus,1
70.183,Bilberry Vaccinium myrtillus,1
70.183,Hawthorn Crataegus monogyna,1
70.183,willows Salix spp.,1
70.183,Cactus ,1
70.184,currants Ribes spp.,1
70.184,Barberry Berberis vulgaris,1
70.184,Guelder-rose Viburnum opulus,1
70.184,Elder Sambucus nigra,1
70.184,Snowberry Symphoricarpos albus,1
70.184,Dogwood Cornus sanguinea,1
70.184,hawthorns Crataegus spp.,1
70.184, Field Maple Acer campestre,1
70.184,Sycamore Acer pseudoplatanus,1
70.184,Pear Pyrus communis,1
70.184,Ash Fraxinus excelsior,1
70.184,Apple Malus domestica,1
70.184,Rowan Sorbus aucuparia,1
70.184, Pedunculate Oak Quercus robur,1
70.184,Alder Alnus glutinosa,1
70.184,Blackthorn Prunus spinosa,1
70.184,birches Betula spp.,1
70.184,willows Salix spp.,1
70.184,Stranvaesia Photinia davidiana,1
70.184,Weigelia Weigela florida,1
70.185, Nettle-leaved BellflowerCampanula trachelium,1
70.185, Giant Bellflower Campanula latifolia,1
70.185,bellflowers Campanula spp.,1
70.185,Sheep’s-bit Jasione montana,1
70.186,Yarrow Achillea millefolium,1
70.187,Southernwood Artemisia abrotanum,2
70.187,Wormwood Artemisia absinthium,2
70.187,Sneezewort Achillea ptarmica,2
70.187, Common Ragwort Jacobaea vulgaris,2
70.187,Mugwort Artemisia vulgaris,2
70.187,Yarrow Achillea millefolium,1
70.188, Common Ragwort Jacobaea vulgaris,1
70.188,Mugwort Artemisia vulgaris,1
70.188,Yarrow Achillea millefolium,1
70.188,Southernwood Artemisia abrotanum,1
70.188,Sneezewort Achillea ptarmica,1
70.188,wormwoods Artemisia spp.,1
70.188,Tansy Tanacetum vulgare,1
70.189, Spanish Catchfly Silene otites,1
70.189,hawk’s-beards Crepis spp.,1
70.189, Dark Mullein Verbascum nigrum,1
70.189,St John’s-worts Hypericum spp.,1
70.189,ragworts,1
70.189,Flixweed Descurainia sophia,1
70.189, Field Scabious Knautia arvensis,1
70.189, Wild Marjoram Origanum vulgare,1
70.189,hawkbits,1
70.19, Wall Lettuce Mycelis muralis,1
70.19,hawk’s-beards Crepis spp.,1
70.19,knapweeds Centaurea spp.,1
70.19, Common Fleabane Pulicaria dysenterica,1
70.19, Wild Parsnip Pastinaca sativa,1
70.19,Barberry Berberis vulgaris,1
70.19,goosefoots,1
70.19,Hemp-agrimony Eupatorium cannabinum,1
70.19, Wild Angelica Angelica sylvestris,1
70.19,Goldenrod Solidago virgaurea,1
70.19, Common Ragwort Jacobaea vulgaris,1
70.19,Mugwort Artemisia vulgaris,1
70.19,Aspen Populus tremula,1
70.19,Yarrow Achillea millefolium,1
70.19,Blackthorn Prunus spinosa,1
70.19,Hawthorn Crataegus monogyna,1
70.19,willows Salix spp.,1
70.19, Nettle-leaved BellflowerCampanula trachelium,1
70.19,Burnet-saxifrage Pimpinella saxifraga,1
70.19,Betony Betonica officinalis,1
70.191,Cowberry Vaccinium vitis-idaea,1
70.191,Bilberry Vaccinium myrtillus,1
70.191,Cranberry Vaccinium oxycoccos,1
70.192,St John’s-worts Hypericum spp.,1
70.193,St John’s-worts Hypericum spp.,1
70.195, Tree Lupin Lupinus arboreus,1
70.195,Broom Cytisus scoparius,1
70.196,Broom Cytisus scoparius,1
70.197,Flixweed Descurainia sophia,1
70.198,Black-poplar Populus nigra,1
70.198,poplars Populus spp.,2
70.198,Aspen Populus tremula,1
70.198,willows Salix spp.,2
70.199, White Willow Salix alba,1
70.199, Goat Willow Salix caprea,1
70.199,willows Salix spp.,1
70.2, Wild Privet Ligustrum vulgare,1
70.2,Guelder-rose Viburnum opulus,1
70.2,Holly Ilex aquifolium,1
70.2,Dogwood Cornus sanguinea,1
70.2,Buckthorn Rhamnus cathartica,1
70.2, Common Ivy Hedera helix,1
70.2,Sycamore Acer pseudoplatanus,1
70.2, Alder Buckthorn Frangula alnus,1
70.2,Rowan Sorbus aucuparia,1
70.2,Hawthorn Crataegus monogyna,1
70.2,Olive Olea europaea,1
70.201, Wild Privet Ligustrum vulgare,1
70.201,Ash Fraxinus excelsior,1
70.202,Honeysuckle Lonicera periclymenum,1
70.202,Alder Alnus glutinosa,1
70.202,birches Betula spp.,1
70.202,willows Salix spp.,1
70.203,Beech Fagus sylvatica,2
70.203, Downy Birch Betula pubescens,1
70.203, Silver Birch Betula pendula,1
70.203,oaks Quercus spp.,2
70.203,Rowan Sorbus aucuparia,2
70.204,Aspen Populus tremula,1
70.204,willows Salix spp.,2
70.205, Midland Hawkbit Crataegus laevigata,1
70.205,Orpine Hylotelephium telephium,1
70.205,stonecrops Sedum spp.,1
70.205,Plum Prunus domestica,1
70.205, Garden Privet Ligustrum ovalifolium,1
70.205,Spindle Euonymus europaeus,1
70.205, Red Currant Ribes rubrum,1
70.205,Gooseberry Ribes uva-crispa,1
70.205, Crab Apple Malus sylvestris,1
70.205, Black Currant Ribes nigrum,1
70.205, Common Ivy Hedera helix,1
70.205,elms Ulmus spp.,1
70.205,Bramble Rubus fruticosus,1
70.205,Hazel Corylus avellana,1
70.205,Heather Calluna vulgaris,1
70.205,Blackthorn Prunus spinosa,1
70.205,Hawthorn Crataegus monogyna,1
70.205,willows Salix spp.,1
70.205,Navelwort Umbilicus rupestris,1
70.205, Evergreen Spindle Euonymus japonicus,1
70.206, English Elm Ulmus procera,1
70.206, Wych Elm Ulmus glabra,1
70.206,Beech Fagus sylvatica,2
70.206, Japanese Elm Ulmus davidiana,1
70.207,poplars Populus spp.,1
70.207,Aspen Populus tremula,1
70.207,Hazel Corylus avellana,2
70.207,willows Salix spp.,1
70.208,Spindle Euonymus europaeus,1
70.211, Goat Willow Salix caprea,1
70.211, Grey Willow Salix cinerea,1
70.211,birches Betula spp.,1
70.212,Sea-buckthorn Hippophae rhamnoides,1
70.212,larches Larix spp.,2
70.212,Bog-myrtle Myrica gale,1
70.212, Alder Buckthorn Frangula alnus,1
70.212,Alder Alnus glutinosa,1
70.212,Blackthorn Prunus spinosa,1
70.212,willows Salix spp.,1
70.213, Norway Spruce Picea abies,1
70.213, Scots Pine Pinus sylvestris,1
70.214, Corsican Pine Pinus nigra,2
70.214, Western Hemlock-spruce Tsuga heterophylla,2
70.214, Douglas Fir Pseudotsuga menziesii,2
70.214,larches Larix spp.,2
70.214, Sitka Spruce Picea sitchensis,2
70.214, Norway Spruce Picea abies,1
70.214, Scots Pine Pinus sylvestris,1
70.214, Japanese Red-cedar Cryptomeria japonica,2
70.215,Gooseberry Ribes uva-crispa,1
70.215, Black Currant Ribes nigrum,1
70.215, Red Currant Ribes rubrum,1
70.216,Bearberry Arctostaphylos uva-ursi,1
70.217, Scots Pine Pinus sylvestris,2
70.217,Bilberry Vaccinium myrtillus,1
70.218,trefoils,1
70.218,Sainfoin Onobrychis viciifolia,1
70.218, Tufted Vetch Vicia cracca,1
70.218,Lucerne Medicago sativa,1
70.218,vetches,1
70.218, Meadow Vetchling Lathyrus pratensis,1
70.218,clovers Trifolium spp.,1
70.218, White Clover Trifolium repens,1
70.221,Dogwood Cornus sanguinea,1
70.221,Dog-rose Rosa canina,1
70.221,Ash Fraxinus excelsior,2
70.221,Bramble Rubus fruticosus,1
70.221,Bilberry Vaccinium myrtillus,1
70.221,willows Salix spp.,2
70.222,Bracken Pteridium aquilinum,1
70.223, Wild Cherry Prunus avium,2
70.223,Ash Fraxinus excelsior,2
70.223, Downy Birch Betula pubescens,2
70.223, Silver Birch Betula pendula,2
70.223,oaks Quercus spp.,2
70.223,Hazel Corylus avellana,1
70.223,Hawthorn Crataegus monogyna,2
70.223,willows Salix spp.,2
70.224, Sweet Chestnut Castanea sativa,2
70.224,Beech Fagus sylvatica,2
70.224, Downy Birch Betula pubescens,1
70.224, Silver Birch Betula pendula,1
70.224,Rowan Sorbus aucuparia,2
70.224,oaks Quercus spp.,1
70.224,willows Salix spp.,2
70.225, Cross-leaved Heath Erica tetralix,1
70.225,Heather Calluna vulgaris,1
70.226,cotoneasters Cotoneaster spp.,2
70.226, Wild Service-tree Sorbus torminalis,2
70.226,apples Malus spp.,2
70.226, Midland Hawkbit Crataegus laevigata,2
70.226,Wayfaring-tree Viburnum lantana,2
70.226,limes Tilia spp.,2
70.226, Sweet Chestnut Castanea sativa,2
70.226,elms Ulmus spp.,2
70.226,cherries Prunus spp.,2
70.226,cherries Prunus spp.,2
70.226,Bramble Rubus fruticosus,2
70.226,Rowan Sorbus aucuparia,1
70.226,Hazel Corylus avellana,2
70.226,oaks Quercus spp.,2
70.226,birches Betula spp.,2
70.226,Blackthorn Prunus spinosa,1
70.226,Hawthorn Crataegus monogyna,1
70.227,Black-poplar Populus nigra,1
70.227,Hazel Corylus avellana,1
70.227,Alder Alnus glutinosa,1
70.227,willows Salix spp.,1
70.228, Creeping Willow Salix repens,1
70.228,Aspen Populus tremula,1
70.229, White Dead-nettle Lamium album,2
70.229, Wood Sage Teucrium scorodonia,1
70.229, Yellow Archangel Lamiastrum galeobdolon,2
70.229,woundworts Stachys spp.,2
70.23,mints Mentha spp.,2
70.23, Wild Plum Prunus domestica,1
70.23,Lilac Syringa vulgaris,1
70.23, Garden Privet Ligustrum ovalifolium,1
70.23,Traveller’s-joy Clematis vitalba,1
70.23,Honeysuckle Lonicera periclymenum,1
70.23,Broom Cytisus scoparius,1
70.23,Beech Fagus sylvatica,1
70.23,Heather Calluna vulgaris,1
70.23,birches Betula spp.,1
70.23,Blackthorn Prunus spinosa,1
70.23,Hawthorn Crataegus monogyna,1
70.231,Elder Sambucus nigra,1
70.231,Lilac Syringa vulgaris,1
70.231, Garden Privet Ligustrum ovalifolium,1
70.231, Wild Privet Ligustrum vulgare,1
70.231,Honeysuckle Lonicera periclymenum,1
70.231,Ash Fraxinus excelsior,1
70.231,Snowberry Symphoricarpos albus,1
70.232,Alder Alnus glutinosa,1
70.232,Apple Malus domestica,1
70.232,birches Betula spp.,1
70.232,Blackthorn Prunus spinosa,1
70.232,cherries Prunus spp.,1
70.232,elms Ulmus spp.,1
70.232,hawthorns Crataegus spp.,1
70.232,Hazel Corylus avellana,1
70.232,oaks Quercus spp.,1
70.232,poplars Populus spp.,1
70.232,Sycamore Acer pseudoplatanus,1
70.232,willows Salix spp.,1
70.233,Beech Fagus sylvatica,1
70.233,birches Betula spp.,1
70.233,Blackthorn Prunus spinosa,1
70.233,elms Ulmus spp.,1
70.233,Hawthorn Crataegus monogyna,1
70.233,Lilac Syringa vulgaris,1
70.233,limes Tilia spp.,1
70.233, Pedunculate Oak Quercus robur,1
70.234,Alder Alnus glutinosa,1
70.234, Downy Birch Betula pubescens,1
70.234, Silver Birch Betula pendula,1
70.234,elms Ulmus spp.,1
70.234,Hornbeam Carpinus betulus,1
70.234,limes Tilia spp.,1
70.234, Sessile Oak Quercus petraea,1
70.234, Goat Willow Salix caprea,1
70.235,Ash Fraxinus excelsior,1
70.236,limes Tilia spp.,1
70.236,Beech Fagus sylvatica,1
70.236,oaks Quercus spp.,1
70.236,birches Betula spp.,1
70.237,Alder Alnus glutinosa,1
70.237, Downy Birch Betula pubescens,1
70.237, Silver Birch Betula pendula,1
70.237,Blackthorn Prunus spinosa,1
70.237,Bog-myrtle Myrica gale,1
70.237,Bramble Rubus fruticosus,1
70.237, Sweet Chestnut Castanea sativa,1
70.237,Hawthorn Crataegus monogyna,1
70.237,Hazel Corylus avellana,1
70.237,Honeysuckle Lonicera periclymenum,1
70.237,Raspberry Rubus idaeus,1
70.237,willows Salix spp.,1
70.238,Ash Fraxinus excelsior,1
70.238,birches Betula spp.,1
70.238,Blackthorn Prunus spinosa,1
70.238,Dog-rose Rosa canina,1
70.238,elms Ulmus spp.,1
70.238, Small-leaved Lime Tilia cordata,1
70.238,oaks Quercus spp.,1
70.238, Wild Plum Prunus domestica,1
70.239,Alder Alnus glutinosa,1
70.239,Ash Fraxinus excelsior,1
70.239,birches Betula spp.,1
70.239, Alder Buckthorn Frangula alnus,1
70.239, Wild Cherry Prunus avium,1
70.239, Sweet Chestnut Castanea sativa,1
70.239,cotoneasters Cotoneaster spp.,1
70.239,Hawthorn Crataegus monogyna,1
70.239,Hazel Corylus avellana,1
70.239,larches Larix spp.,1
70.239,oaks Quercus spp.,1
70.239,Raspberry Rubus idaeus,1
70.239,willows Salix spp.,1
70.24,lichens,1
70.24,spruces Picea spp.,1
70.24,pines Pinus spp.,1
70.24, Lawson's Cypress Cupressus lawsoniana,1
70.24, Wild Plum Prunus domestica,1
70.24,Barberry Berberis vulgaris,1
70.24, Douglas Fir Pseudotsuga menziesii,1
70.24, Common Juniper Juniperus communis,1
70.24,hawthorns Crataegus spp.,1
70.24,larches Larix spp.,1
70.24,limes Tilia spp.,1
70.24,Broom Cytisus scoparius,1
70.24,Apple Malus domestica,1
70.24,Hazel Corylus avellana,1
70.24,oaks Quercus spp.,1
70.24,Bilberry Vaccinium myrtillus,1
70.24,Blackthorn Prunus spinosa,1
70.24,birches Betula spp.,1
70.24,willows Salix spp.,1
70.24, Western Red-cedar Thuja plicata,1
70.241,cotoneasters Cotoneaster spp.,1
70.241,Bog-myrtle Myrica gale,1
70.241,roses Rosa spp.,1
70.241, Crab Apple Malus sylvestris,1
70.241,Honeysuckle Lonicera periclymenum,1
70.241,Beech Fagus sylvatica,1
70.241, Downy Birch Betula pubescens,1
70.241, Silver Birch Betula pendula,1
70.241,cherries Prunus spp.,1
70.241,Rowan Sorbus aucuparia,1
70.241,oaks Quercus spp.,1
70.241,Bilberry Vaccinium myrtillus,1
70.241,Heather Calluna vulgaris,1
70.241,Blackthorn Prunus spinosa,1
70.241,Hawthorn Crataegus monogyna,1
70.241,willows Salix spp.,1
70.241,brideworts Spiraea spp.,1
70.241,lavenders Lavandula spp.,1
70.243,Firethorn Pyracantha coccinea,1
70.243,forget-me-nots Myosotis spp.,1
70.243,Horse-chestnut Aesculus hippocastanum,1
70.243, Wych Elm Ulmus glabra,1
70.243,Elder Sambucus nigra,1
70.243,Lilac Syringa vulgaris,1
70.243, Garden Privet Ligustrum ovalifolium,1
70.243,Sycamore Acer pseudoplatanus,1
70.243,Pear Pyrus communis,1
70.243, Common Ivy Hedera helix,1
70.243, Black Currant Ribes nigrum,1
70.243,Honeysuckle Lonicera periclymenum,1
70.243, Goat Willow Salix caprea,1
70.243,Beech Fagus sylvatica,1
70.243,Bramble Rubus fruticosus,1
70.243,oaks Quercus spp.,1
70.243,Blackthorn Prunus spinosa,1
70.243,Hawthorn Crataegus monogyna,1
70.243, Canadian Goldenrod Solidago canadensis,1
70.243,Holly Ilex aquifolium,1
70.244, Wild Privet Ligustrum vulgare,1
70.244,hawthorns Crataegus spp.,1
70.244, Field Maple Acer campestre,1
70.244, Sitka Spruce Picea sitchensis,1
70.244,larches Larix spp.,1
70.244,Bog-myrtle Myrica gale,1
70.244,Sycamore Acer pseudoplatanus,1
70.244, Crab Apple Malus sylvestris,1
70.244,poplars Populus spp.,1
70.244,Dog-rose Rosa canina,1
70.244,elms Ulmus spp.,1
70.244,Hazel Corylus avellana,1
70.244,oaks Quercus spp.,1
70.244,Bilberry Vaccinium myrtillus,1
70.244,Alder Alnus glutinosa,1
70.244,birches Betula spp.,1
70.244,Blackthorn Prunus spinosa,1
70.244,willows Salix spp.,1
70.244, Wild Service-tree Sorbus torminalis,1
70.245,currants Ribes spp.,1
70.245,apples Malus spp.,1
70.245,Hornbeam Carpinus betulus,1
70.245,Lilac Syringa vulgaris,1
70.245, Wild Privet Ligustrum vulgare,1
70.245,limes Tilia spp.,1
70.245, Field Maple Acer campestre,1
70.245,roses Rosa spp.,1
70.245,Sycamore Acer pseudoplatanus,1
70.245,elms Ulmus spp.,1
70.245,cherries Prunus spp.,1
70.245,cherries Prunus spp.,1
70.245,Rowan Sorbus aucuparia,1
70.245,Hazel Corylus avellana,1
70.245,oaks Quercus spp.,1
70.245,Bilberry Vaccinium myrtillus,1
70.245,birches Betula spp.,1
70.245,Hawthorn Crataegus monogyna,1
70.245,Blackthorn Prunus spinosa,1
70.245,willows Salix spp.,1
70.246, English Elm Ulmus procera,2
70.246, Wych Elm Ulmus glabra,2
70.246,Hornbeam Carpinus betulus,2
70.246, Sessile Oak Quercus petraea,1
70.246, Sweet Chestnut Castanea sativa,2
70.246, Pedunculate Oak Quercus robur,1
70.246,Hazel Corylus avellana,2
70.246,birches Betula spp.,2
70.246,Hawthorn Crataegus monogyna,2
70.247,Plum Prunus domestica,1
70.247, Midland Hawkbit Crataegus laevigata,1
70.247, Wych Elm Ulmus glabra,1
70.247,Buckthorn Rhamnus cathartica,1
70.247,Dogwood Cornus sanguinea,1
70.247,larches Larix spp.,1
70.247,limes Tilia spp.,1
70.247,roses Rosa spp.,1
70.247,poplars Populus spp.,1
70.247, Goat Willow Salix caprea,1
70.247,Apple Malus domestica,1
70.247,Ash Fraxinus excelsior,1
70.247, Downy Birch Betula pubescens,1
70.247, Silver Birch Betula pendula,1
70.247,Hazel Corylus avellana,1
70.247,oaks Quercus spp.,1
